CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID
CAL-148,ADAM17,BCL2_BCL2L1,1,75,0.288908489,3.871862,35.47973076,1,0,100,-17.5228,-1,ADAM17.BCL2_BCL2L1
NCI-H520,CarboTaxol,CSNK2A1_2,0.03,0.01,0.005892227,1.3461865,15.46126027,0.002554846,2.9757676,34.66661221,-17.57887,1,CarboTaxol.CSNK2A1_2
SW620,BCL2,MAP2K_1,0.3,0.3,0.3,0.5540553,0,0.00277249,1.7444127,94.20871252,-17.58036,1,BCL2.MAP2K_1
HCC1395,BCL2_BCL2L1,PIK3CA_4,1,1,1,1.0377275,83.80693845,1,0.3926973,79.89520902,-17.58875,1,BCL2_BCL2L1.PIK3CA_4
MDA-MB-468,ATR_4,MTOR_1,1,1,0.315350887,10,77.49976112,0.342161293,3.0418659,70.30733416,-17.81088,1,ATR_4.MTOR_1
SW837,JAK,MTOR,0.3,3,0.3,0.9919805,1.73081602,1.96315118,1.6144252,11.92952299,-17.85627,1,JAK.MTOR
HCC1395,AKT,Chloroquine,10,3,1.688081588,0.255378,0,0.092825489,0.1412925,0,-17.89879,1,AKT.Chloroquine
CAMA-1,EGFR,FGFR,1,0.1,1,10,75.40015843,0.000781695,1.9081689,91.8214462,-17.92891,1,EGFR.FGFR
KMS-11,FGFR,WNT,3,0.03,1.03584403,1.6151987,0,0.03,10,1.40029839,-18.08964,1,FGFR.WNT
NCI-H1563,CarboTaxol,CSNK2A1_2,0.03,0.003,0.01019018,1.1103502,0,0.001022886,1.3884954,0,-18.09395,1,CarboTaxol.CSNK2A1_2
CAMA-1,BCL2_BCL2L1,PIK3CA_4,1,1,1,0,100,0.311717485,10,88.89984564,-18.13011,1,BCL2_BCL2L1.PIK3CA_4
MDA-MB-436,ADAM17,FGFR,1,75,1,3.0097488,82.01368751,2.089503643,2.383122,94.16472965,-18.15411,1,ADAM17.FGFR
M14,ERBB,PIK3CA_4,1,1,0.080044451,10,78.94959583,0.221924264,10,40.7176149,-18.21009,-1,ERBB.PIK3CA_4
HCC1143,AKT,PIK3C_2,1,1,0.325688887,10,55.79939896,1,0.6648642,40.45802375,-18.28101,1,AKT.PIK3C_2
DU-4475,AKT_1,ESR1,1,1,1,10,83.20005682,0.222341745,0.8553543,0,-18.34233,1,AKT_1.ESR1
DU-4475,AKT_SGK,PIK3C,1,1,0.212872911,1.7618672,0,0.310758967,10,21.99928722,-18.41464,1,AKT_SGK.PIK3C
HCC1395,AKT_1,Chloroquine,10,3,0.001,0.1,87.30531861,0.410064452,1.1173009,42.40169586,-18.58797,1,AKT_1.Chloroquine
T-24,ERBB,IAP,1,3,0.253577733,10,86.5986168,1.131137558,10,84.49909728,-18.59214,1,ERBB.IAP
MDA-MB-453,EGFR,MAP2K_1,1,0.1,1,10,83.80012983,0.028689544,0.9608528,34.52898889,-18.64662,1,EGFR.MAP2K_1
NCI-H3122,IAP,PIK3C,1,0.3,0.331228187,10,60.49931778,0.3,0.4244365,55.30878714,-18.68578,1,IAP.PIK3C
MFM-223,PIK3C,PIM1,1,1,0.421822229,0.5069516,64.12223257,0.907475152,0.663939,0,-18.74556,1,PIK3C.PIM1
RT4,FGFR,MTOR_1,1,3,1,10,1.00023851,0.304767889,1.0411062,32.99463673,-18.80834,1,FGFR.MTOR_1
SW48,JAK,MTOR,0.3,3,0.065896623,0.6585808,0,0.604255464,1.698352,0,-18.87313,1,JAK.MTOR
HCC1806,BCL2_BCL2L1,PIM1,1,1,1,10,76.20011331,1,0,100,-18.87524,1,BCL2_BCL2L1.PIM1
HT-29,BCL2,IGFR_4,10,3,0.269045084,0.7474999,0.84356842,1,0,100,-18.90988,1,BCL2.IGFR_4
Hs-578-T,ESR1,MTOR_1,1,1,0.269327152,4.3949111,33.79483419,1,0,100,-19.04828,-1,ESR1.MTOR_1
RKO,IGFR_3,TKI,3,10,3.00E-04,0.1,94.34131128,3.302121504,10,72.19956821,-19.0843,1,IGFR_3.TKI
MFM-223,ATR_4,MAP2K_1,1,1,1,0,100,0.368849324,10,75.09883801,-19.08514,1,ATR_4.MAP2K_1
KU-19-19,BCL2_BCL2L1,MAP2K_1,3,3,0.955571427,10,35.09919924,3,1.3164526,48.18328027,-19.18569,-1,BCL2_BCL2L1.MAP2K_1
MCF7,Chloroquine,PIK3C,3,10,0.870960526,10,15.79827525,1,0,100,-19.20453,-1,Chloroquine.PIK3C
HCC70,PIK3C,PIP5K1,1,1,1,0,100,0.739080485,1.1423374,0,-19.48857,1,PIK3C.PIP5K1
CAL-120,ESR1,MTOR_1,1,1,0.170267659,0.7249535,16.80629914,0.273329287,10,90.79962966,-19.51674,1,ESR1.MTOR_1
SW900,CarboTaxol,CSNK2A1_2,0.01,0.01,0.003249996,1.6006419,16.4518448,0.002383915,1.821868,15.74806263,-19.61161,1,CarboTaxol.CSNK2A1_2
CAL-120,ATR_4,BCL2_BCL2L1,1,1,0.059652559,3.0223036,37.92253013,0.289851395,3.2904587,55.35043612,-19.63386,1,ATR_4.BCL2_BCL2L1
M14,FASN,MTOR_1,1,1,1,0.471607,1.36484328,0.095290378,10,57.9499029,-19.81054,1,FASN.MTOR_1
647-V,ATR_4,HDAC_4,3,3,1.793152918,1.5497052,0,3,10,52.80012878,-19.95509,1,ATR_4.HDAC_4
NCI-H2291,CSNK2A1_2,TNFSF10,0.03,0.01,1,0,100,0.002390785,1.1556511,17.16729495,-19.99862,-1,CSNK2A1_2.TNFSF10
CAMA-1,MAP2K_3,PIK3C,3,0.3,2.26928314,2.4260073,0,0.3,0.8198701,36.36310933,-20.02647,1,MAP2K_3.PIK3C
HCC1569,MAP2K_1,MTOR_1,1,3,1,0.2289182,32.0711709,1.136074474,0.944143,14.66017064,-20.12337,-3,MAP2K_1.MTOR_1
M14,MTOR_1,SLC16A4,1,1,0.101871836,10,82.14981133,1,0.6210712,20.110235,-20.13516,1,MTOR_1.SLC16A4
T-24,Cisplatin,HDAC_4,3,3,1.122896295,4.0988882,6.36171312,2.725559649,10,0,-20.1918,1,Cisplatin.HDAC_4
HCC1428,ESR1,MAP2K_1,1,1,1,0,100,0.2692887,10,56.99959043,-20.26795,1,ESR1.MAP2K_1
MDA-MB-436,AKT_1,Chloroquine,10,3,1,0,100,0.758466835,2.0842443,77.45585059,-20.33754,1,AKT_1.Chloroquine
J82,ATR_4,MTOR_1,3,3,0.917809028,0.8501681,1.70530019,1.001165695,10,48.29908436,-20.56418,1,ATR_4.MTOR_1
NCI-H2170,Doxorubicin,TOP2,3,0.1,2.877492496,0.8095995,0,0.1,2.0489713,1.29971927,-20.59936,-1,Doxorubicin.TOP2
HCC1428,AKT_1,ALK_IGFR,1,1,1,0,100,1.00E-04,0.1,94.81546743,-20.63159,1,AKT_1.ALK_IGFR
MFM-223,BCL2_BCL2L1,FASN,1,1,0.020494477,2.9976595,91.53057554,0.974409822,1.5965621,0,-20.67056,1,BCL2_BCL2L1.FASN
Hs-578-T,ADAM17,MAP2K_1,1,75,0.262002742,2.0145703,76.11308178,1,0,100,-20.70996,-1,ADAM17.MAP2K_1
HT-29,IAP,IGFR_4,10,1,0.042611006,0.44095,0,1,10,93.80011124,-20.74053,1,IAP.IGFR_4
UM-UC-3,ATR_4,MTOR_1,1,3,0.392376513,10,73.39769867,1.352537395,2.2241364,34.48692591,-20.82109,1,ATR_4.MTOR_1
T-24,PARP1,PIK3C,3,3,1.029428447,10,49.29882234,2.992810035,10,0,-20.87728,1,PARP1.PIK3C
VM-CUB-1,HSP90,PARP1,3,0.3,3,0.3169097,74.55487587,0.088313294,3.1106009,17.395152,-20.94756,1,HSP90.PARP1
SW900,ALK_2,TOP2,3,3,3,2.2382642,61.81638332,2.149278813,0.731725,0,-21.02149,1,ALK_2.TOP2
M14,AKT,ATR_4,1,1,0.346779246,2.2173409,10.88582689,0.481837157,1.0085364,0,-21.10702,1,AKT.ATR_4
J82,BCL2_BCL2L1,IAP,3,3,0.006849964,1.0118227,25.81527119,1.027975423,10,80.29953909,-21.11725,1,BCL2_BCL2L1.IAP
Calu-3,ALK_2,PIK3CB,3,3,0.0259327,10,94.57500091,2.639002441,2.7549523,0,-21.13922,1,ALK_2.PIK3CB
DMS-114,Carboplatin,CSNK2A1_2,0.03,3,0.009091811,10,17.39928605,1.202134045,1.8099285,6.79048404,-21.39331,-1,Carboplatin.CSNK2A1_2
CAL-148,ADAM17,PIK3CB_PIK3CD,1,75,0.331855714,2.698131,17.086469,1,0,100,-22.06479,1,ADAM17.PIK3CB_PIK3CD
SW48,IAP,PIK3C,10,1,0.128089557,1.0413579,11.30269425,1.00E-04,0.1,82.28288813,-22.10678,1,IAP.PIK3C
CAMA-1,MAP2K_1,SLC16A4,1,1,1,0,100,1,0,100,-22.20093,1,MAP2K_1.SLC16A4
Calu-3,IAP,Topotecan,0.1,1,0.029501104,10,49.79970184,1,0,100,-22.20639,-1,IAP.Topotecan
NCI-H520,ATR_4,CarboTaxol,0.01,3,0.002626515,2.0648452,30.02519196,1.052415481,10,74.39927017,-22.20968,1,ATR_4.CarboTaxol
UACC-812,AKT,HDAC_4,1,1,1,2.6302895,46.81159364,1,2.1290049,2.08014303,-22.21899,1,AKT.HDAC_4
Calu-3,CSNK2A1_2,PIK3CA_3,3,0.03,3.00E-04,0.1,93.02049099,0.01140328,10,38.19610283,-22.32891,-1,CSNK2A1_2.PIK3CA_3
CAL-148,PIK3CB_PIK3CD,SLC16A4,1,1,1,0,100,0.318515205,4.6692405,14.29194241,-22.35887,1,PIK3CB_PIK3CD.SLC16A4
MDA-MB-468,ESR1_1,PIK3C,3,3,2.66305909,1.1291651,0,3.00E-04,0.1,81.8301511,-22.43497,1,ESR1_1.PIK3C
MFM-223,BCL2_BCL2L1,MAP2K_1,1,1,1,0,100,0.330207435,10,63.89943574,-22.51192,1,BCL2_BCL2L1.MAP2K_1
Calu-3,BCL2L1,Vinorelbine,0.03,3,3.00E-06,0.1,89.77794903,1,0,100,-22.58135,-1,BCL2L1.Vinorelbine
VM-CUB-1,ATR_4,IAP,0.03,3,0.004590338,3.9737388,88.48113471,3.00E-04,0.1,89.55212505,-22.58671,1,ATR_4.IAP
NCI-H1975,ATR_4,IAP,3,3,3,0.1974857,38.33281283,1.74086465,1.2986975,60.03134191,-22.61271,1,ATR_4.IAP
MDA-MB-453,ERBB,MAP2K_1,1,1,1,0,100,0.287333728,10,51.99917781,-22.73189,1,ERBB.MAP2K_1
MFM-223,AKT,EGFR,0.1,1,0.037109016,10,87.79939362,0.292691959,1.1361634,4.43343264,-22.871,1,AKT.EGFR
DMS-114,CarboTaxol,CSNK2A1_2,0.03,0.01,0.009129118,10,17.69938123,0.001845029,3.1886962,11.478112,-23.03497,-1,CarboTaxol.CSNK2A1_2
MFM-223,PIK3CB_PIK3CD,PIP5K1,1,1,1,0.4626488,82.02989597,0.589216075,0.7499239,59.75327442,-23.16893,1,PIK3CB_PIK3CD.PIP5K1
NCI-H1703,CarboTaxol,CSNK2A1_2,0.1,0.01,0.010672187,3.0044412,10.57165629,0.002307392,3.4842493,6.73353459,-23.36322,-3,CarboTaxol.CSNK2A1_2
BT-549,ATR_4,MAP2K_1,1,1,1,0.1602194,57.44432054,1,10,30.20010851,-23.596,1,ATR_4.MAP2K_1
DMS-114,FGFR,Proteasome_2,0.3,3,0.00656136,2.5036734,2.33157414,0.142502488,1.4388412,9.84128696,-23.64164,1,FGFR.Proteasome_2
A549,CSNK2A1_2,Gemcitabine,0.03,0.1,0.005280903,10,0,0.015449792,3.9679022,7.1195754,-23.76963,-3,CSNK2A1_2.Gemcitabine
NCI-H520,CSNK2A1_2,SYK,3,0.03,2.978470303,10,0,0.006172933,1.6645574,20.94312267,-23.97568,1,CSNK2A1_2.SYK
Calu-3,BCL2,CarboTaxol,0.003,3,0.003,10,19.00089472,1,0,100,-23.99655,-1,BCL2.CarboTaxol
UM-UC-3,BCL2_BCL2L1,FGFR,3,3,3,2.5012877,94.40458078,0.198061613,1.2711912,51.75563265,-24.00446,1,BCL2_BCL2L1.FGFR
HCC1419,AKT,Chloroquine,1,1,1,0,100,0.303735336,10,56.29970238,-24.00694,-1,AKT.Chloroquine
Hs-578-T,ESR1,MAP2K_1,1,1,0.167322335,10,93.87131791,1,0,100,-24.04518,-1,ESR1.MAP2K_1
NCI-H520,BCL2_BCL2L1_BCL2L2,FGFR,3,3,0.065330588,1.720015,63.90710296,3,10,93.60027088,-24.13237,1,BCL2_BCL2L1_BCL2L2.FGFR
DMS-114,Chloroquine,FGFR,3,3,0.147586912,2.1049984,14.18123,3,0.4888226,31.52431682,-24.2455,1,Chloroquine.FGFR
MDA-MB-468,PIK3C,PIP5K1,1,1,1,0,100,1,10,65.80006866,-24.26203,1,PIK3C.PIP5K1
HCC1419,HDAC_4,PARP1,1,1,1,0,100,1,10,76.60020777,-24.28504,-1,HDAC_4.PARP1
HCC38,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,1,1.0558201,16.35780541,-24.36761,1,PIK3CB_PIK3CD.PIP5K1
RKO,BCL2,IGFR_4,10,3,3.470389191,10,12.69778112,3,10,48.20056902,-24.40014,1,BCL2.IGFR_4
BT-474,AKT_1,Chloroquine,10,3,1,0,100,0.220535396,1.1385917,4.37860616,-24.49662,1,AKT_1.Chloroquine
BT-549,AKT_1,ESR1,1,1,1,10,74.80006383,0.913037313,0.4997111,0,-24.67385,1,AKT_1.ESR1
647-V,BCL2_BCL2L1,FGFR,3,3,3,10,94.00009494,1.586022645,0.9172571,0,-24.74415,1,BCL2_BCL2L1.FGFR
HCC1500,AKT,HDAC_4,1,1,0.4284829,1.78812,16.77832743,0.325242197,10,65.2995081,-24.86501,1,AKT.HDAC_4
HCC70,ESR1,FGFR,1,1,1,0,100,1,0,100,-24.96078,1,ESR1.FGFR
CAMA-1,BCL2_BCL2L1,FGFR,1,1,1,0,100,0.105461158,1.723859,86.6396931,-24.96139,1,BCL2_BCL2L1.FGFR
HT-1376,ERBB,Gemcitibine,0.1,1,0.00494126,3.2270677,25.727209,0.081070755,1.6664761,36.99359173,-24.99259,1,ERBB.Gemcitibine
HCC38,ATR_4,MTOR_1,1,1,0.423384067,10,80.59640954,0.307690219,10,27.69936953,-25.05916,1,ATR_4.MTOR_1
NCI-H23,CSNK2A1_2,Gemcitabine,0.01,0.1,0.001481829,2.7753045,11.67364707,0.008058968,1.2169744,6.60024922,-25.08975,1,CSNK2A1_2.Gemcitabine
M14,BCL2_BCL2L1,FASN,1,1,1,0,100,0.491043362,2.1298311,22.85614073,-25.09048,-1,BCL2_BCL2L1.FASN
NCI-H2170,BCL2,CarboTaxol,0.01,3,0.002650867,10,9.69590285,0.640700852,2.8389719,11.06803806,-25.26779,-3,BCL2.CarboTaxol
BFTC-905,ATR_4,MAP2K_1,3,3,1.218032096,1.3633784,12.27956344,1.033342479,10,15.69798812,-25.50691,1,ATR_4.MAP2K_1
MDA-MB-175-VII,HSP90,PARP1,1,1,1,0,100,0.049025181,2.2328109,10.58461009,-25.57276,-1,HSP90.PARP1
HCC1187,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,0.3273452,10,73.1996172,-25.89079,1,PIK3CB_PIK3CD.PIP5K1
T-24,AKT,ATR_4,3,3,1.024919271,10,7.69795337,1,0,100,-26.02004,1,AKT.ATR_4
NCI-H1975,BCL2_2,Vinorelbine,0.03,3,0.025385454,2.3481728,0,1,0,100,-26.29248,1,BCL2_2.Vinorelbine
A549,BRAF_M,MAP2K_1,3,3,3,0.650081,53.5808106,1,0,100,-26.34301,1,BRAF_M.MAP2K_1
Hs-578-T,PARP1,PIK3CB_PIK3CD,1,3,1,10,58.60034429,0.291168266,10,58.54968163,-26.43047,1,PARP1.PIK3CB_PIK3CD
HCC1428,ADAM17,AKT,1,75,1,0,100,1,0,100,-26.50464,-1,ADAM17.AKT
NCI-H520,BCL2L1,IAP,3,3,3.00E-04,0.1,89.21722575,1,0,100,-26.52469,1,BCL2L1.IAP
NCI-H23,ATR_4,CarboTaxol,0.01,3,0.001535456,2.6141372,13.13705258,0.864522754,3.9085565,31.07569765,-26.63165,-1,ATR_4.CarboTaxol
MDA-MB-468,AKT_1,BCL2L1,3,3,0.095584334,10,76.43322239,0.259629903,3.0150586,73.48494049,-26.72691,1,AKT_1.BCL2L1
HCC1806,ADAM17,AKT,1,75,0.313992099,10,63.39963528,75,0.39257,48.6500541,-26.73325,1,ADAM17.AKT
Hs-578-T,EGFR,MAP2K_1,1,0.1,1,0,100,1,0,100,-27.19919,-1,EGFR.MAP2K_1
HCC1395,MAP2K_1,MTOR_1,1,3,0.099357765,10,67.4495932,3,0.1313901,8.95037147,-27.21596,1,MAP2K_1.MTOR_1
BT-474,Chloroquine,FGFR,1,1,1,0,100,1,0,100,-27.32585,1,Chloroquine.FGFR
SW780,AKT,FGFR,3,3,0.701471253,0.4788587,0,0.99816916,0.8977296,0,-27.33424,1,AKT.FGFR
Hs-578-T,PIK3C,PIM1,1,1,1,0,100,1,1.4754091,0.45609969,-27.41054,-1,PIK3C.PIM1
SW780,Cisplatin,PIK3C,3,3,3,10,88.20084691,1.965520908,1.3014644,65.31941285,-27.46162,1,Cisplatin.PIK3C
CAL-120,ADAM17,PIK3C,1,75,1,10,76.6003399,1,0,100,-27.5289,-1,ADAM17.PIK3C
COLO-205,CHEK1,IAP,1,1,1,0.2059264,41.52649208,0.308373373,1.3129921,0,-27.59417,1,CHEK1.IAP
T47D,FGFR,MTOR_3,1,1,1.00E-04,0.1,4.01068434,1,10,86.20036168,-27.67313,1,FGFR.MTOR_3
DU-4475,FGFR,SLC16A4,1,1,0.199115406,10,83.88051451,1,0,100,-27.75176,-1,FGFR.SLC16A4
SW780,ATR_4,MTOR_1,3,3,0.480094033,2.2330861,31.9424012,3,10,78.40053516,-27.78317,1,ATR_4.MTOR_1
Calu-3,CSNK2A1_2,Gemcitabine,0.01,0.03,0.003520317,3.1886588,29.8760573,0.02998809,10,0,-27.84904,1,CSNK2A1_2.Gemcitabine
UACC-812,FGFR,MTOR_3,1,1,1,0,100,1,0,100,-28.19635,1,FGFR.MTOR_3
M14,ERBB,FGFR,1,1,1,0,100,0.199644317,10,47.63319461,-28.2755,-1,ERBB.FGFR
NCI-H2170,CHEK1,IAP,3,1,3,0.466211,53.22534931,0.49298107,1.9769735,0,-28.3524,1,CHEK1.IAP
MDA-MB-415,MAP2K_1,PIK3C,3,3,1.59282875,1.3334314,0,3,0.4079334,44.00097602,-28.46768,1,MAP2K_1.PIK3C
M14,ATR_4,MAP2K_1,1,1,0.154025627,0.8241225,14.55973144,0.300080531,10,24.69948672,-28.62173,1,ATR_4.MAP2K_1
MFM-223,ERBB,PIK3CA_4,1,1,0.705352561,0.6496082,0,1,1.0277638,76.24620892,-28.81766,1,ERBB.PIK3CA_4
Calu-3,AKT,CSNK2A1_2,0.03,3,0.03,10,3.00001367,1.313229575,10,47.98656567,-29.08981,-1,AKT.CSNK2A1_2
HCC38,MTOR_1,SLC16A4,1,1,1,0,100,1,0.6067401,69.54839857,-29.67223,1,MTOR_1.SLC16A4
MDA-MB-231,ATR_4,MTOR_1,1,1,0.709515367,0.7835275,0,1,10,60.60021681,-29.82461,1,ATR_4.MTOR_1
NCI-H1437,CHEK1,IAP,1,1,0.019642438,0.299091,49.9297312,1,2.219922,16.54333678,-29.82683,1,CHEK1.IAP
MDA-MB-231,ATR_4,BCL2_BCL2L1,1,1,1,0.7579325,1.70147735,0.97241291,9.9966708,40.29447151,-29.93607,1,ATR_4.BCL2_BCL2L1
HCC1143,ATR_4,BCL2_BCL2L1,1,1,0.33273564,2.1664983,59.06157023,0.3613388,10,35.39754219,-29.95077,1,ATR_4.BCL2_BCL2L1
BT-474,ESR1_3,MTOR_1,1,3,0.17655843,0.6826946,0,2.325796553,0.1850004,0,-29.96694,1,ESR1_3.MTOR_1
HCC1428,EGFR,MAP2K_1,1,0.1,1,0,100,1,0,100,-30.01339,1,EGFR.MAP2K_1
CAL-120,ERBB,PIK3CA_4,1,1,0.037179605,10,82.79981388,1.00E-04,0.1,85.66275794,-30.30016,1,ERBB.PIK3CA_4
NCI-H520,BCL2_BCL2L1,FGFR,3,3,0.067911372,1.7895987,62.13485088,0.606625574,1.1726338,92.2597607,-30.33513,1,BCL2_BCL2L1.FGFR
NCI-H2291,BRAF_M,MAP2K_1,3,3,0.975373686,0.5014648,0,3,0.2996951,75.39369442,-30.39527,1,BRAF_M.MAP2K_1
MDA-MB-468,ADAM17,FGFR,1,75,1.00E-04,0.1,88.92630966,1,0,100,-30.44405,1,ADAM17.FGFR
HCC70,AKT_SGK,BCL2_BCL2L1,1,1,1,10,90.80003318,0.418329342,0.9087782,0,-30.83873,1,AKT_SGK.BCL2_BCL2L1
T-24,AKT,FGFR,3,3,1,0,100,1,0,100,-30.95454,1,AKT.FGFR
HT-29,IAP,PIK3CB,10,1,1,0,100,1,10,80.40024814,-30.98399,1,IAP.PIK3CB
KU-19-19,MAP2K_1,MTOR_1,1,3,1,10,63.60085754,0.843561139,2.7234454,28.06687632,-31.01098,-1,MAP2K_1.MTOR_1
MDA-MB-453,ADAM17,FGFR,1,75,0.235456711,10,29.2715289,16.44653795,10,93.55403117,-31.0305,1,ADAM17.FGFR
SW948,JAK,MTOR,0.3,3,0.104098637,1.9519196,5.69675967,1.05960748,10,12.29732772,-31.07631,1,JAK.MTOR
SW780,ERBB,MTOR_1,3,3,0.629399015,1.970959,33.6881413,1,0,100,-31.22269,-1,ERBB.MTOR_1
HCC1143,BCL2_BCL2L1,FASN,1,1,1,0.3375237,83.75033813,0.324375251,10,60.19947958,-31.69333,1,BCL2_BCL2L1.FASN
HCC1428,EGFR,FGFR,1,0.1,1,0,100,1,0,100,-32.0158,-1,EGFR.FGFR
NCI-H1563,CHEK1,IAP,0.01,1,9.47E-05,1.6364374,10.88428018,0.389188052,10,27.49421938,-32.06632,1,CHEK1.IAP
HCC1143,ATR_4,MAP2K_1,1,1,0.048078038,0.7211011,44.26562772,0.397592498,10,37.99387894,-32.06693,1,ATR_4.MAP2K_1
Hs-578-T,AKT,EGFR,0.1,1,1,0,100,1,0.8818555,31.42946403,-32.31488,-1,AKT.EGFR
T47D,ATR_4,CarboTaxol,0.01,3,0.002746101,10,39.09978175,1,0,100,-32.39221,-1,ATR_4.CarboTaxol
Calu-3,BCL2,Topotecan,0.1,3,0.090388273,1.3477917,0,1,0,100,-32.56466,-1,BCL2.Topotecan
M14,ADAM17,FGFR,1,75,1,0,100,1,0,100,-32.69373,-1,ADAM17.FGFR
MFM-223,BCL2_BCL2L1,EGFR,0.1,1,1,0,100,1,0,100,-32.75178,1,BCL2_BCL2L1.EGFR
NCI-H1563,BCL2L1,Vinorelbine,0.03,3,3.00E-06,0.1,50.69120876,0.022179091,10,78.50000809,-32.91013,1,BCL2L1.Vinorelbine
Calu-3,Doxorubicin,IAP,1,0.01,1,0,100,0.003138547,10,56.29957893,-32.98206,-1,Doxorubicin.IAP
HCC70,ATR_4,MTOR_1,1,1,0.290337661,10,35.29936295,1,0.4854648,24.28976218,-33.24525,1,ATR_4.MTOR_1
T-24,ATR_4,HDAC_4,3,3,1.156135733,10,10.99356815,1.110207587,10,8.4955866,-33.44685,1,ATR_4.HDAC_4
CAL-148,ERBB,PIK3CA_4,1,1,1,1.2322903,18.12287298,1,0,100,-33.58861,-1,ERBB.PIK3CA_4
Hs-578-T,AKT,ATR_4,1,1,1,10,67.80088292,0.346221201,10,67.29917053,-33.64423,-1,AKT.ATR_4
DU-4475,ERBB,PIK3CA_4,1,1,0.142616782,0.6938155,14.13636385,1,0,100,-33.75685,-1,ERBB.PIK3CA_4
HCC38,FGFR,TNKS_PARP6,1,1,0.019772197,2.1571484,12.90293177,0.16552206,1.4367374,70.24828532,-34.06364,1,FGFR.TNKS_PARP6
NCI-H3122,CarboTaxol,CSNK2A1_2,0.1,0.01,0.007479147,3.7572489,0,0.002697884,10,0,-34.26545,-3,CarboTaxol.CSNK2A1_2
KU-19-19,CHEK1,IAP,3,1,1,0,100,0.340093025,10,16.19823516,-34.58533,-1,CHEK1.IAP
Calu-3,CarboTaxol,CSNK2A1_2,0.03,0.003,0.03,10,0,0.003,10,19.80060279,-34.98904,-1,CarboTaxol.CSNK2A1_2
HCC1428,ATR_4,MTOR_1,1,1,0.358044346,1.7429032,33.07784248,1,0.4706203,14.3487545,-35.0508,1,ATR_4.MTOR_1
MDA-MB-453,ATR_4,MAP2K_1,1,1,1,0,100,0.182330712,2.1922276,5.73030842,-35.10474,1,ATR_4.MAP2K_1
DU-4475,AKT_SGK,FGFR,1,1,0.010580282,10,91.17493767,0.294366902,10,34.39957815,-35.27396,1,AKT_SGK.FGFR
HCC1395,BCL2L1,PIK3C,3,3,0.56076823,0.322064,0,0.001376845,9.4131296,73.63999998,-35.29034,1,BCL2L1.PIK3C
BT-474,Chloroquine,PIK3C,3,10,0.33971304,0.9291411,0,10,0.1739027,34.14906216,-35.51228,1,Chloroquine.PIK3C
DU-4475,AKT,ALK_IGFR,1,1,0.00715834,0.3680056,0,1,0.5406731,0.4853978,-35.5294,1,AKT.ALK_IGFR
DU-4475,MTOR_1,PIK3CA_4,1,1,0.127870708,2.7837922,59.48821595,0.041619647,4.5643361,13.72025925,-35.60649,1,MTOR_1.PIK3CA_4
HCC70,FGFR,MTOR_1,1,1,1,10,27.60030715,1,0,100,-35.91419,-1,FGFR.MTOR_1
CAL-148,AKT_1,ESR1,1,1,1,0,100,0.261448664,2.01968,23.13591084,-36.15162,-1,AKT_1.ESR1
HCC1395,AKT_1,BCL2L1,3,3,1,0,100,0.941313927,10,37.99906441,-36.15216,-1,AKT_1.BCL2L1
HCC38,AKT,ATR_4,1,1,0.324325117,10,31.29905679,1,0,100,-36.16691,-1,AKT.ATR_4
NCI-H2170,ALK,PIK3C,3,3,0.69510652,0.5508682,5.47748279,1.265386436,10,25.08664891,-36.25801,1,ALK.PIK3C
HCC1937,ATR_4,MTOR_1,1,1,0.34689178,10,88.399706,1,0,100,-36.29478,1,ATR_4.MTOR_1
Hs-578-T,AKT,PIP5K1,1,1,1,0,100,0.312013913,10,74.19970201,-36.37388,-1,AKT.PIP5K1
MDA-MB-453,FASN,MAP2K_1,1,1,1,0,100,1,0,100,-36.42645,-1,FASN.MAP2K_1
HCC1954,ATR_4,CarboTaxol,0.01,3,0.001409131,0.8972506,0,1.60625964,1.9646476,16.99411509,-36.58125,1,ATR_4.CarboTaxol
T-24,FGFR,MTOR_1,3,3,1.020142583,10,22.49833007,1,0,100,-36.61454,-1,FGFR.MTOR_1
KU-19-19,HSP90,PIK3C,3,3,1,0,100,0.252690416,10,8.24185035,-36.68453,-1,HSP90.PIK3C
KMS-11,Chloroquine,FGFR,0.03,3,0.025490845,2.0675855,0,1,0,100,-37.13512,-1,Chloroquine.FGFR
HCC1187,IAP,PIK3C,3,3,3,10,92.00130068,2.995269214,9.9999993,92.65943844,-37.31287,1,IAP.PIK3C
MDA-MB-468,AKT_1,ESR1_1,3,3,1,0,100,0.522697739,10,89.14808997,-37.62277,-1,AKT_1.ESR1_1
NCI-H2170,CarboTaxol,CSNK2A1_2,0.03,0.01,0.009047452,2.9711339,12.63147985,0.002761833,10,10.89694443,-37.64538,-1,CarboTaxol.CSNK2A1_2
HCC70,AKT,FGFR,1,1,1,0,100,0.28504286,2.0000583,9.9600378,-37.64971,-1,AKT.FGFR
HCC1143,MAP2K_1,PIP5K1,1,1,1,10,92.80015097,1,0.1826484,16.07386385,-37.82343,1,MAP2K_1.PIP5K1
