CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED
HCC1937,PIK3CB_PIK3CD,SLC16A4,1,1,1,0,100,1,0.5552962,46.60943984,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC38,PIK3CB_PIK3CD,SLC16A4,1,1,1,0,100,0.23155872,10,87.09968478,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC70,PIK3CB_PIK3CD,SLC16A4,1,1,0.356637244,10,92.69975518,0.122976438,0.9772042,0,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
Hs-578-T,PIK3CB_PIK3CD,SLC16A4,1,1,0.685166344,1.1382987,87.53563214,1,1.4295755,44.47132282,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-436,PIK3CB_PIK3CD,SLC16A4,1,1,1,0,100,1,0.7829328,40.34089416,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
C32,IGFR_3,TKI,3,10,3,2.8288357,39.61688493,9.541732588,4.967909,0,6,4,3,0,421.5,2.67213,91.63339,3.925,2.507,29.347,0.63523,6,5.84,1,1,475.4,5.09,59.51,6,3,30,0.54
LS-513,IGFR_3,TKI,3,10,0.923072419,2.4345542,65.99144381,0.265471511,2.4592881,12.98538057,6,4,3,0,421.5,2.67213,91.63339,3.925,2.507,29.347,0.63523,6,5.84,1,1,475.4,5.09,59.51,6,3,30,0.54
RKO,IGFR_3,TKI,3,10,0.0003,0.1,94.34131128,3.302121504,10,72.19956821,6,4,3,0,421.5,2.67213,91.63339,3.925,2.507,29.347,0.63523,6,5.84,1,1,475.4,5.09,59.51,6,3,30,0.54
SW48,IGFR_3,TKI,3,10,0.013141369,0.8935106,23.82585356,0.28697767,1.2930672,24.93303283,6,4,3,0,421.5,2.67213,91.63339,3.925,2.507,29.347,0.63523,6,5.84,1,1,475.4,5.09,59.51,6,3,30,0.54
SW837,IGFR_3,TKI,3,10,1.668103154,1.1113379,44.30186416,10,0.3143486,44.12316146,6,4,3,0,421.5,2.67213,91.63339,3.925,2.507,29.347,0.63523,6,5.84,1,1,475.4,5.09,59.51,6,3,30,0.54
NCI-H1299,CSNK2A1_2,TNFSF10,0.03,0.1,1,0,100,0.030980553,1.6209322,0,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2085,CSNK2A1_2,TNFSF10,0.03,0.03,1,0,100,0.015734729,1.3343691,2.56934264,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2170,CSNK2A1_2,TNFSF10,0.03,0.03,0.011180178,0.8915533,42.06117546,0.004498948,2.7697401,11.47131024,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H2228,CSNK2A1_2,TNFSF10,0.03,0.1,0.008426089,2.2696739,33.22189618,0.027232347,0.6873393,0,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H23,CSNK2A1_2,TNFSF10,0.03,0.1,0.005605057,10,90.40620788,0.007800708,1.5087365,9.29263792,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H3122,CSNK2A1_2,TNFSF10,0.03,0.1,1,0,100,0.005817031,3.3024736,5.19621996,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H358,CSNK2A1_2,TNFSF10,0.03,0.1,0.008018041,1.7822184,45.75786814,0.010204861,6.3118494,18.64919278,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H520,CSNK2A1_2,TNFSF10,0.03,0.03,1,0,100,0.006865065,1.5855805,17.57105283,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
NCI-H522,CSNK2A1_2,TNFSF10,0.03,0.03,0.03,0.5806547,62.64787189,0.004091227,2.6136937,2.97465606,10,2.12,5,0,419.5,1.36,136.39,8,3,31,0.43,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-549,AKT,TNKS_PARP6,1,1,0.194757679,5.4285475,11.78717489,0.141588535,1.4901122,54.05678063,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-148,AKT,TNKS_PARP6,1,1,0.036617037,1.7544082,3.49563932,0.164191751,1.3378802,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAMA-1,AKT,TNKS_PARP6,1,1,0.023920747,1.6210188,23.08349452,0.145753987,1.4005783,11.94863604,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1187,AKT,TNKS_PARP6,1,1,0.018992059,1.7069941,3.42878522,0.320615541,10,58.19950857,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1806,AKT,TNKS_PARP6,1,1,0.01413666,2.0203636,1.7263344,1,1.4724148,17.7415556,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC38,AKT,TNKS_PARP6,1,1,0.033506796,1.8276969,11.32155865,1,10,72.4001297,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-157,AKT,TNKS_PARP6,1,1,0.015730975,2.2246454,15.50519469,0.155114541,3.7858126,87.44125501,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-453,AKT,TNKS_PARP6,1,1,0.015741334,1.8634225,13.86362946,0.233137952,1.521159,25.72236692,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-468,AKT,TNKS_PARP6,1,1,0.030741357,1.8059137,1.54616889,0.561023867,1.0597808,15.95117045,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MFM-223,AKT,TNKS_PARP6,1,1,0.007033495,0.6723293,17.07410639,0.061855556,0.4433318,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
M14,AKT,TNKS_PARP6,1,1,0.008335213,2.1715306,19.01688898,0.301115665,10,45.99947586,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-20,FGFR,TNKS_PARP6,1,1,0.033756281,2.3688141,2.17243158,0.094898554,10,89.64988623,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-148,FGFR,TNKS_PARP6,1,1,0.032213857,1.6847612,2.53682575,1,0,100,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1143,FGFR,TNKS_PARP6,1,1,0.030641429,1.7071686,24.36769259,1,0,100,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1187,FGFR,TNKS_PARP6,1,1,0.013103063,1.7306117,3.86508499,0.306298203,10,94.19992769,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1395,FGFR,TNKS_PARP6,1,1,0.005661349,1.5295273,11.48922077,0.011169072,2.2518638,49.7542656,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1428,FGFR,TNKS_PARP6,1,1,0.02639437,10,48.63258119,1,0,100,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1806,FGFR,TNKS_PARP6,1,1,0.012165945,1.8286247,1.73364795,0.011698925,10,94.77493307,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC38,FGFR,TNKS_PARP6,1,1,0.019772197,2.1571484,12.90293177,0.16552206,1.4367374,70.24828532,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-157,FGFR,TNKS_PARP6,1,1,0.01349416,2.353106,15.03297001,0.028904341,10,37.83324578,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-231,FGFR,TNKS_PARP6,1,1,0.047101286,1.4084689,19.4763143,0.397650118,1.5322391,90.59708338,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-453,FGFR,TNKS_PARP6,1,1,0.010985927,1.8761718,13.12152333,0.169411689,4.5345508,25.13255628,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-20,MTOR_1,TNKS_PARP6,1,1,0.044792531,2.1839563,1.26972833,0.631466168,1.3816009,0,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-120,MTOR_1,TNKS_PARP6,1,1,0.009341347,0.8963948,45.61393935,0.172780898,0.8226364,31.07392692,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAMA-1,MTOR_1,TNKS_PARP6,1,1,0.0274908,1.7626486,22.62512171,0.330449544,2.5521483,20.1386716,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1187,MTOR_1,TNKS_PARP6,1,1,0.017129454,1.9066356,4.2402009,0.268381138,10,12.59869868,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1395,MTOR_1,TNKS_PARP6,1,1,0.00369217,1.0759512,11.79674844,0.352189672,1.1413728,28.38595628,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1428,MTOR_1,TNKS_PARP6,1,1,0.026971111,10,45.93318026,1,0.809131,7.83369334,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1937,MTOR_1,TNKS_PARP6,1,1,0.043793709,2.087094,47.17094144,1,0.9297271,59.55641917,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC38,MTOR_1,TNKS_PARP6,1,1,0.031245394,3.7770189,16.86040336,0.38211125,10,79.1986182,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC70,MTOR_1,TNKS_PARP6,1,1,0.056411026,1.5366925,26.66074355,0.260088717,1.2885972,24.11814957,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
Hs-578-T,MTOR_1,TNKS_PARP6,1,1,0.023504379,1.6560947,13.67171083,0.096110207,2.2739184,31.82185101,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-436,MTOR_1,TNKS_PARP6,1,1,0.002336041,0.893433,12.27764861,0.13495726,1.2151687,23.21392573,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-468,MTOR_1,TNKS_PARP6,1,1,0.037219448,2.0914158,2.60021879,1,10,90.80014401,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
BT-549,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.221318425,10,14.24853499,0.123362666,0.7909661,34.46989766,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAL-148,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.03925572,1.6218116,2.02799346,0.333596409,10,21.79864057,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
CAMA-1,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.026809923,1.9075689,23.01519354,0.163415476,1.9050122,22.12853971,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1143,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.026024755,2.096399,26.40070933,1,0.8497757,40.19349859,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1187,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.018281211,1.820252,3.84576165,0.60197305,1.041648,54.15003289,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1395,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.005034454,1.4636615,11.55710042,1,0.3643589,24.79717503,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC1428,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.028042388,10,45.36644702,1,0,100,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
HCC70,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.075813317,1.3743814,30.1038923,0.115925137,0.9784021,0,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-157,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.0171108,3.281376,14.46086098,0.107078819,10,67.49948001,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-231,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.052049468,1.6357893,18.89624455,0.30000311,10,85.39983918,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
MDA-MB-453,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.016529307,1.5896901,14.24001271,0.183146951,2.3905439,45.89227536,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613
A549,ALK_2,TOP2,3,3,0.0003,0.1,89.4746474,3,1.5085225,40.92765593,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H1299,ALK_2,TOP2,3,3,3,0.6716179,24.87384617,0.034903896,0.6428151,71.51545835,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H1563,ALK_2,TOP2,3,3,0.0003,0.439535,6.72322899,2.154228077,2.50417,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H1793,ALK_2,TOP2,3,3,2.088923611,1.1851309,0,3,0.7054285,25.04640108,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H2085,ALK_2,TOP2,3,3,0.202356674,2.6760203,19.81521485,2.360150777,1.04188,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H226,ALK_2,TOP2,3,3,2.88165774,2.084269,0,1.289816035,1.0681904,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H23,ALK_2,TOP2,3,3,3,0.5417504,4.9440526,0.332507631,0.3347747,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H520,ALK_2,TOP2,3,3,2.962160646,0.6788838,15.20345536,3,3.9055249,56.60533513,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H838,ALK_2,TOP2,3,3,2.061350586,1.5962301,0,2.763213985,0.792224,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
SW900,ALK_2,TOP2,3,3,3,2.2382642,61.81638332,2.149278813,0.731725,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
A549,Doxorubicin,TOP2,3,0.1,0.0003,0.1,87.32427417,0.060921179,2.5065733,0,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
Calu-3,Doxorubicin,TOP2,3,0.01,3,0.1020898,85.80801551,0.01,1.3159887,7.0981146,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
DMS-114,Doxorubicin,TOP2,3,0.1,3,0.8099822,37.87832636,0.028180025,1.6604088,8.78230274,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H1299,Doxorubicin,TOP2,3,0.3,3,0.4719234,32.84637151,0.003126318,10,64.34998366,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H1437,Doxorubicin,TOP2,3,0.3,0.449047795,3.3835681,33.28114562,0.012345255,2.7171299,9.80819151,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H1563,Doxorubicin,TOP2,3,0.03,0.0003,0.360416,4.51825177,0.011992972,1.0647192,0,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H1703,Doxorubicin,TOP2,3,0.1,3,0.6635457,27.35687341,0.024360297,2.5324348,15.59524588,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H226,Doxorubicin,TOP2,3,0.03,3,1.2181448,0.32999186,0.008364852,1.2440558,0,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H2291,Doxorubicin,TOP2,3,0.1,3,1.1521733,47.24391859,0.024114493,4.2591694,48.68082146,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H23,Doxorubicin,TOP2,3,0.1,3,0.874108,20.70878475,0.015070334,1.0030535,3.93509535,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
NCI-H520,Doxorubicin,TOP2,3,0.1,0.968341506,10,60.49951396,0.03315797,2.7095469,48.74345976,12,0.32,7,3,543.5,-0.04,206.07,5,2,39,0.28,4,5.44,0,1,413.5,5.4,67,2,4,30,0.44
A549,BCL2L1,Vinorelbine,0.1,3,0.079891963,4.0530548,0,0.021764561,0.6640794,15.52122144,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H1437,BCL2L1,Vinorelbine,0.3,3,0.031273478,1.8666338,0,0.149515447,0.7718601,77.5807281,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H1563,BCL2L1,Vinorelbine,0.03,3,3.00E-06,0.1,50.69120876,0.022179091,10,78.50000809,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H1793,BCL2L1,Vinorelbine,0.1,3,0.020399404,4.6648181,14.4518466,2.725769826,0.5765762,13.16010543,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H1975,BCL2L1,Vinorelbine,0.03,3,0.012924246,10,57.99075088,0.528710745,1.2487911,72.34770494,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H2170,BCL2L1,Vinorelbine,0.03,3,0.003792636,0.40151,0,0.429473075,1.0999521,18.41286582,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H2228,BCL2L1,Vinorelbine,0.1,3,0.056111953,1.214668,0,0.310913382,0.6874681,36.73122038,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H358,BCL2L1,Vinorelbine,0.03,3,0.010964736,10,54.69807209,0.068872868,0.6224078,87.19696834,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H522,BCL2L1,Vinorelbine,0.01,3,0.01,10,87.60049194,3,0.2709362,61.99795352,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
SW900,BCL2L1,Vinorelbine,0.1,3,0.021722427,1.0853101,12.23574735,0.025823282,1.3076691,57.4440505,9,3.05,2,1,651.8,2.68134,102.31839,5.187,2.401,35.697,0.54355,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
A549,BCL2_2,Vinorelbine,0.1,3,0.090578343,10,0,1,0,100,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
DMS-114,BCL2_2,Vinorelbine,0.1,3,0.03716673,1.5070517,0,0.092980304,1.0008278,82.17352759,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H1299,BCL2_2,Vinorelbine,0.3,3,0.054199024,2.1015099,21.58976083,1,0,100,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H1975,BCL2_2,Vinorelbine,0.03,3,0.025385454,2.3481728,0,1,0,100,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
NCI-H2170,BCL2_2,Vinorelbine,0.03,3,0.005690031,0.4753378,0,3,0.1544226,25.07953952,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,12,5.94,2,3,778.9,5.4,133.87,10,3,57,0.2
